title,album,year,artist,genre,text,url,hero
Inthandham,Sita Ramam (Telugu) (Original Motion Picture Soundtrack),2022,Vishal ChandrashekharS.P. Charan,Electronic,inthandham sita ramam ( telugu ) ( origin motion pictur soundtrack ) vishal chandrashekhars.p . charan,https://www.jiosaavn.com/song/inthandham/CBAGcztkdGo,Nagarjuna
Baitikochi Chuste,Agnyaathavaasi,2017,Anirudh Ravichander,Hip-hop,baitikochi chust agnyaathavaasi anirudh ravichand,https://www.jiosaavn.com/song/baitikochi-chuste/JR4ESycEVnA,Nani
Kopama Napina,Varsham,2003,Devi Sri PrasadShreya GhoshalKarthik,Rock,kopama napina varsham devi sri prasadshreya ghoshalkarthik,https://www.jiosaavn.com/song/kopama-napina/Mz4DXxNeZFw,Prabhas
O Madhu,Julai,2012,Devi Sri PrasadAdnan Sami,Blues,o madhu julai devi sri prasadadnan sami,https://www.jiosaavn.com/song/o-madhu/Rh09XjFac0M,Prabhas
Sri Raghavam,Sri Ramadasu,2006,M. M. Keeravani,Country,sri raghavam sri ramadasu m. m. keeravani,https://www.jiosaavn.com/song/sri-raghavam/QUUSQQJDX1o,Karthi
Chamkeela Angeelesi,Dasara (Telugu),2023,Santhosh NarayananRam MiriyalaDhee,Jazz,chamkeela angeelesi dasara ( telugu ) santhosh narayananram miriyaladhe,https://www.jiosaavn.com/song/chamkeela-angeelesi/ISA9dDYDAHQ,Mahesh Babu
A Vachi B Pai,Chatrapathi,2000,M. M. KeeravaniMathangi,Electronic,a vachi b pai chatrapathi m. m. keeravanimathangi,https://www.jiosaavn.com/song/a-vachi-b-pai/MRgGUg5cAmw,Not applicable
Ek Niranjan,Ek Niranjan,2009,Mani SharmaRanjith,Pop,ek niranjan ek niranjan mani sharmaranjith,"https://www.jiosaavn.com/song/ek-niranjan/RgU,fBF-VVY",Vijay
Mandaara Poovalle,Awaara,2010,Yuvanshankar RajaBenny Dayal,Country,mandaara pooval awaara yuvanshankar rajabenni dayal,https://www.jiosaavn.com/song/mandaara-poovalle/GxkvATkDZXs,Pawan Kalyan
Jagadame,Pokiri,2006,Mani SharmaKunal Ganjawala,Rock,jagadam pokiri mani sharmakun ganjawala,https://www.jiosaavn.com/song/jagadame/HAtdczZhBXA,Chiranjeevi
O Pillago Ungaraala Juttu Sinnoda,O Pillago Ungaraala Juttu Sinnoda,2023,Rohini,Classical,o pillago ungaraala juttu sinnoda o pillago ungaraala juttu sinnoda rohini,https://www.jiosaavn.com/song/o-pillago-ungaraala-juttu-sinnoda/Qx1dfAF0Ymk,Not applicable
Asku Laska Emo Emo,Snehitudu,2011,Vijay PrakashChinmayi SripaadaSuViVijay,Country,asku laska emo emo snehitudu vijay prakashchinmayi sripaadasuvivijay,https://www.jiosaavn.com/song/asku-laska-emo-emo/XQEaZ0IAAwo,Siddharth
Neelo Jarige,Balu ABCDEFG,2004,HariharanShreya Ghoshal,Rock,neelo jarig balu abcdefg hariharanshreya ghoshal,https://www.jiosaavn.com/song/neelo-jarige/ISsRBwZzUF8,Venkatesh
Guvva Gorinka Tho,Khaidi No. 786,2000,Raj-KotiS. JanakiS. P. Balasubrahmanyam,Jazz,guvva gorinka tho khaidi no . 786 raj-koti . janaki . p. balasubrahmanyam,https://www.jiosaavn.com/song/guvva-gorinka-tho/PwUESDgERmM,Vineeth
Yadikelli Vachinave,Yadikelli Vachinave,2023,Ramu Rathod,Electronic,yadikelli vachinav yadikelli vachinav ramu rathod,https://www.jiosaavn.com/song/yadikelli-vachinave/NS88dRt0T3w,Arjun Sarja
Gala Gala Paruthunna,Pokiri,2006,Mani SharmaNihal,Blues,gala gala paruthunna pokiri mani sharmanih,https://www.jiosaavn.com/song/gala-gala-paruthunna/CSImYUB3DgE,Chiranjeevi
Neeti Mullai (Bit),Varsham,2003,Devi Sri PrasadSagarSumangali,Jazz,neeti mullai ( bit ) varsham devi sri prasadsagarsumangali,https://www.jiosaavn.com/song/neeti-mullai-bit/BjElSx1hUkI,Dhanush
Ale Ale,Boys,2003,KarthikChitra Sivaraman,Blues,ale ale boy karthikchitra sivaraman,https://www.jiosaavn.com/song/ale-ale/HT1ZHAFfbnc,Ram Pothineni
Kanya Kumaari,Bobbili Raja,1990,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Pop,kanya kumaari bobbili raja ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/kanya-kumaari/OAEOQwdiAlk,Nagarjuna
Vaalu Kanuladaanaa,Premikula Roju,1999,Unni Menon,Pop,vaalu kanuladaanaa premikula roju unni menon,https://www.jiosaavn.com/song/vaalu-kanuladaanaa/SB8jbit5eVs,Tanish
Uttimeda Koodu,Oke Okkadu,1999,A.R. RahmanShankar Mahadevan,Jazz,uttimeda koodu oke okkadu a.r . rahmanshankar mahadevan,https://www.jiosaavn.com/song/uttimeda-koodu/QiYhVydxY2U,Venkatesh
Kashmiri Loyalo,Pasivadi Pranam,2000,ChakravarthiS. JanakiS.P. Balasubrahmanyam,Electronic,kashmiri loyalo pasivadi pranam chakravarthi . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/kashmiri-loyalo/JDg8AQxAews,Roshan Meka
Po Pove Yekantham,Raghuvaran B.Tech,2014,Anirudh RavichanderDhanunjay,Jazz,po pove yekantham raghuvaran b.tech anirudh ravichanderdhanunjay,https://www.jiosaavn.com/song/po-pove-yekantham/BgQGHCdgDls,Chiranjeevi
Nee Choopule,Endukante Premanta,2012,G.V. Prakash KumarK. S. ChithraHaricharan,Hip-hop,nee choopul endukant premanta g.v . prakash kumark . s. chithraharicharan,https://www.jiosaavn.com/song/nee-choopule/NSpbHEV7WWc,Anand Deverakonda
Natho Vasthava,Mass,2004,Devi Sri PrasadUdit NarayanSumangali,Rock,natho vasthava mass devi sri prasadudit narayansumangali,https://www.jiosaavn.com/song/natho-vasthava/Ay0JABpkdnU,Chiranjeevi
Vellipoke,Memu Vayasuku Vachham,2013,RanjithSekhar Chandra,Jazz,vellipok memu vayasuku vachham ranjithsekhar chandra,https://www.jiosaavn.com/song/vellipoke/BSAyQUMdB3k,Vishwak Sen
You Rock My World,Aarya,2004,ShaanPremji Amaran,Pop,you rock my world aarya shaanpremji amaran,https://www.jiosaavn.com/song/you-rock-my-world/H14yfzJqTlw,Nagarjuna
Ye Chilipi,Gharshana (New),2004,Harris JayarajSrinivas,Hip-hop,ye chilipi gharshana ( new ) harri jayarajsriniva,https://www.jiosaavn.com/song/ye-chilipi/JyQjfxtze10,Venkatesh
Madhura Nagari,Pelli SandaD,2021,SreenidhiNayana NairKaala Bhairava,Pop,madhura nagari pelli sandad sreenidhinayana nairkaala bhairava,https://www.jiosaavn.com/song/madhura-nagari/OiIvUxlIZEA,Nandamuri Kalyan Ram
Ghallu Ghallu,Indra,2002,Mani SharmaS.P. BalasubrahmanyamMallikarjun,Hip-hop,ghallu ghallu indra mani sharmas.p . balasubrahmanyammallikarjun,https://www.jiosaavn.com/song/ghallu-ghallu/AiAOBDBSeQA,Bhanu Chander
Premisthunna,Baby,2023,Vijai BulganinP V N S Rohit,Blues,premisthunna babi vijai bulganinp v n s rohit,https://www.jiosaavn.com/song/premisthunna/QwEqRwRWAVo,Jr. NTR
Sande Poddula,Abhilasha,1983,S.P. BalasubrahmanyamS. Janaki,Jazz,sand poddula abhilasha s.p . balasubrahmanyam . janaki,https://www.jiosaavn.com/song/sande-poddula/RFg5aS1qfno,Mahesh Babu
Arerey Manasa,Falaknuma Das (Original Motion Picture Soundtrack),2019,Sid Sriram,Blues,arerey manasa falaknuma da ( origin motion pictur soundtrack ) sid sriram,https://www.jiosaavn.com/song/arerey-manasa/PSQFaCtReVw,Bellamkonda Sai Sreenivas
I Hate Love Stories,Greekuveerudu,2013,Thaman SNaveen MadhavRanjith,Jazz,i hate love stori greekuveerudu thaman snaveen madhavranjith,https://www.jiosaavn.com/song/i-hate-love-stories/KCc-VSV9aGw,Ravi Teja
Kaanunna Kalyanam,Sita Ramam (Telugu) (Original Motion Picture Soundtrack),2022,Vishal ChandrashekharAnurag KulkarniSinduri Vishal,Jazz,kaanunna kalyanam sita ramam ( telugu ) ( origin motion pictur soundtrack ) vishal chandrashekharanurag kulkarnisinduri vishal,https://www.jiosaavn.com/song/kaanunna-kalyanam/GFk5CT5nRX4,Suriya
Ori Vaari,Dasara (Telugu),2023,Santhosh Narayanan,Blues,ori vaari dasara ( telugu ) santhosh narayanan,https://www.jiosaavn.com/song/ori-vaari/QQ4lbjUBWAc,Pawan Kalyan
Naa Manasuki,Aadavari Matalaku Ardhalu Veruley,2007,Yuvan Shankar RajaGayatriKarthik,Country,naa manasuki aadavari matalaku ardhalu veruley yuvan shankar rajagayatrikarthik,https://www.jiosaavn.com/song/naa-manasuki/PBk5RT9EcHk,Ram Charan
Enno Ratrulosthayi - Remix,Amigos,2023,S. P. CharanSameera Bharadwaj,Rock,enno ratrulosthayi - remix amigo s. p. charansameera bharadwaj,https://www.jiosaavn.com/song/enno-ratrulosthayi-remix/MxIbcANZXAo,Nani
Manasaa,Yemaaya Chesave,2010,Devan EkambaramChinmayiA.R. Rahman,Classical,manasaa yemaaya chesav devan ekambaramchinmayia.r . rahman,https://www.jiosaavn.com/song/manasaa/Jgsodx1IDwU,Nagarjuna
Aakasam Eenatidho,Nireekshana,1982,S. Janaki,Hip-hop,aakasam eenatidho nireekshana s. janaki,https://www.jiosaavn.com/song/aakasam-eenatidho/OSleVAJlRh4,Pawan Kalyan
Young Yama,Yamadonga,2007,M.M. KeeravaaniShankar MahadevanManoPranavi,Hip-hop,young yama yamadonga m.m . keeravaanishankar mahadevanmanopranavi,https://www.jiosaavn.com/song/young-yama/FAMAARIDVnw,Jiiva
Srinivasa Govinda Sri Venkatesha Govinda,Sri Venkateshwara Swamy Manasasmarani,2015,Ramu,Jazz,srinivasa govinda sri venkatesha govinda sri venkateshwara swami manasasmarani ramu,https://www.jiosaavn.com/song/srinivasa-govinda-sri-venkatesha-govinda/BylfYRJoT2Y,Vishwak Sen
Prathi Gaadhalo (From &quot;Salaar Cease Fire - Telugu&quot;),Salaar Cease Fire - Telugu,2024,Krishna KanthRavi BasrurRavi Basrur and Team,Jazz,prathi gaadhalo ( from & quot ; salaar ceas fire - telugu & quot ; ) salaar ceas fire - telugu krishna kanthravi basrurravi basrur and team,https://www.jiosaavn.com/song/prathi-gaadhalo-from-salaar-cease-fire-telugu/CgEnfwNiDmk,Kartikeya Gummakonda
Alanati Ramachandrudu,Murari,2000,Mani SharmaJikkiSunithaSandhya,Jazz,alanati ramachandrudu murari mani sharmajikkisunithasandhya,https://www.jiosaavn.com/song/alanati-ramachandrudu/MQcDZUwFQlI,Yash
Acha Acha,Rakshasudu,1986,S.P. BalasubrahmanyamS. Janaki,Jazz,acha acha rakshasudu s.p . balasubrahmanyam . janaki,https://www.jiosaavn.com/song/acha-acha/FxsAUx9CbXg,Balakrishna
Zum Zumare,Amma Nanna O Tamila Ammai,2003,Kousalya,Hip-hop,zum zumar amma nanna o tamila ammai kousalya,https://www.jiosaavn.com/song/zum-zumare/NAQJQTldcXU,Ram Pothineni
Hrudayam Ekkadunnadi,Ghajini,2005,Harish RaghavendraBombay JayashriHarris Jayaraj,Rock,hrudayam ekkadunnadi ghajini harish raghavendrabombay jayashriharri jayaraj,https://www.jiosaavn.com/song/hrudayam-ekkadunnadi/BxkKaQRqB38,Suriya
Maro Maro,Chirutha,2007,Mani SharmaSuchitraRahul Nambiar,Hip-hop,maro maro chirutha mani sharmasuchitrarahul nambiar,https://www.jiosaavn.com/song/maro-maro/PFEsa0dZWno,Ram Charan
Yedhaki Oka Gaayam,Kushi (Telugu),2024,Hesham Abdul WahabDivya S. Menon,Country,yedhaki oka gaayam kushi ( telugu ) hesham abdul wahabdivya s. menon,https://www.jiosaavn.com/song/yedhaki-oka-gaayam/IjJcfSB1fFA,Pawan Kalyan
Bapu Gari Bommo,Attarrintiki Daaredi,2013,Devi Sri PrasadShankar Mahadevan,Classical,bapu gari bommo attarrintiki daaredi devi sri prasadshankar mahadevan,https://www.jiosaavn.com/song/bapu-gari-bommo/N1haSzAHYgM,Pawan Kalyan
Emantaro,Gudumba Shankar,2004,Mani SharmaHariniS.P. Charan,Hip-hop,emantaro gudumba shankar mani sharmaharinis.p . charan,https://www.jiosaavn.com/song/emantaro/Ez4RYhJcQns,Prabhas
O Range,Orange,2010,Benny Dayal,Hip-hop,o rang orang benni dayal,https://www.jiosaavn.com/song/o-range/PhA9CFlETnI,Teja Sajja
Odiyamma (From &quot;Hi Nanna&quot;),Odiyamma (From &quot;Hi Nanna&quot;) - Telugu,2023,Hesham Abdul WahabDhruv VikramShruti HaasanChinmayi Sripada,Jazz,odiyamma ( from & quot ; hi nanna & quot ; ) odiyamma ( from & quot ; hi nanna & quot ; ) - telugu hesham abdul wahabdhruv vikramshruti haasanchinmayi sripada,https://www.jiosaavn.com/song/odiyamma-from-hi-nanna/NVwvYERke0o,Venkatesh
Gundello Emundho,Manmadhudu,2002,VenuSumangali,Electronic,gundello emundho manmadhudu venusumangali,https://www.jiosaavn.com/song/gundello-emundho/MiMtextnAkk,Nagarjuna
Made In Andhra,Thammudu,2000,Ramana Gogula,Blues,made in andhra thammudu ramana gogula,https://www.jiosaavn.com/song/made-in-andhra/Mg0ddkNYcgc,Pawan Kalyan
Endhuko Emo,Rangam,2011,Aalap RajuPrashanthini,Blues,endhuko emo rangam aalap rajuprashanthini,https://www.jiosaavn.com/song/endhuko-emo/AFwlVTJje0Q,Vishwak Sen
Motha,Gangs Of Godavari,2024,M.M. ManasiYuvan Shankar Raja,Jazz,motha gang of godavari m.m . manasiyuvan shankar raja,https://www.jiosaavn.com/song/motha/NCImRRkJXQo,Vishwak Sen
Pillaa Raa,RX 100,2018,Anurag Kulkarni,Hip-hop,pillaa raa rx 100 anurag kulkarni,https://www.jiosaavn.com/song/pillaa-raa/PRgCAxkHVHc,Karthikeya
Dheera Dheera,KGF Chapter 1,2018,Sri KrishnaMohana KrishnaSantosh VenkyAditya NarayanH. Shreenivas MoorthiLokeshwarGanta RitheshAnanya BhatVijay Urs,Classical,dheera dheera kgf chapter 1 sri krishnamohana krishnasantosh venkyaditya narayanh . shreeniva moorthilokeshwarganta ritheshananya bhatvijay ur,https://www.jiosaavn.com/song/dheera-dheera/KgEdXj5Ccko,Yash
Hai Hai,Chennakesava Reddy,2000,Mani SharmaS.P. BalasubrahmanyamSunitha,Blues,hai hai chennakesava reddi mani sharmas.p . balasubrahmanyamsunitha,https://www.jiosaavn.com/song/hai-hai/IAU6eg5JcUo,Venkatesh
Undipo,Ismart Shankar,2019,Anurag KulkarniRamya Behara,Country,undipo ismart shankar anurag kulkarniramya behara,https://www.jiosaavn.com/song/undipo/HFADfzZSZFs,Ram Pothineni
Chakkera Pilla - Telugu,Chakkera Pilla - Telugu,2024,Kittu VissapragadaRaghu DixitBéla Fleck,Classical,chakkera pilla - telugu chakkera pilla - telugu kittu vissapragadaraghu dixitbéla fleck,https://www.jiosaavn.com/song/chakkera-pilla-telugu/JD4AWiBiZns,Nani
"Somasilli Pothunnave, Pt. 2","Somasilli Pothunnave, Pt. 2",2022,Ramu RathodDivya Malika,Rock,"somasilli pothunnav , pt . 2 somasilli pothunnav , pt . 2 ramu rathoddivya malika",https://www.jiosaavn.com/song/somasilli-pothunnave-pt.-2/ClghegwAGkc,Pawan Kalyan
Veyira Cheyyi Veyira,Panjaa,2011,Yuvan Shankar RajaSaloni Aswani,Jazz,veyira cheyyi veyira panjaa yuvan shankar rajasaloni aswani,https://www.jiosaavn.com/song/veyira-cheyyi-veyira/KjsNBCxSRmM,Pawan Kalyan
Narajugakura,Johnny,2003,Ramana Gogula,Classical,narajugakura johnni ramana gogula,https://www.jiosaavn.com/song/narajugakura/CFsoYUxcdHA,Prabhas
Chali Chaliga,Mr. Perfect,2011,Devi Sri PrasadShreya Ghoshal,Jazz,chali chaliga mr. perfect devi sri prasadshreya ghoshal,https://www.jiosaavn.com/song/chali-chaliga/PDwKXTVdUl8,Nithiin
Poolamme Pilla (From &quot;HanuMan&quot;) [Telugu],Poolamme Pilla (From &quot;HanuMan&quot;) [Telugu],2024,Kasarla ShyamGowraHari,Hip-hop,poolamm pilla ( from & quot ; hanuman & quot ; ) [ telugu ] poolamm pilla ( from & quot ; hanuman & quot ; ) [ telugu ] kasarla shyamgowrahari,https://www.jiosaavn.com/song/poolamme-pilla-from-hanuman-telugu/Rl4uCS5hXmA,Chiranjeevi
Okkasari Cheppaleva,Nuvvu Naaku Nachchav,2001,KotiKumar SanuK. S. Chithra,Hip-hop,okkasari cheppaleva nuvvu naaku nachchav kotikumar sanuk . s. chithra,https://www.jiosaavn.com/song/okkasari-cheppaleva/FC8RBSNpVVY,Ram Charan
Hara Hara Eshwara,Hara Hara Eshwara,2020,Madhu Priya,Classical,hara hara eshwara hara hara eshwara madhu priya,https://www.jiosaavn.com/song/hara-hara-eshwara/RD9bY0J7DkM,Mahesh Babu
Rama Rama Raghurama,Sri Anjaneyam,2004,Mallikarjun,Rock,rama rama raghurama sri anjaneyam mallikarjun,https://www.jiosaavn.com/song/rama-rama-raghurama/XVA-ZiBxZl4,Venkatesh
Gundellonaa,Ori Devuda,2022,Leon JamesAnirudh Ravichander,Rock,gundellonaa ori devuda leon jamesanirudh ravichand,https://www.jiosaavn.com/song/gundellonaa/RCEqZExZBkk,Chiranjeevi
Kaadhal Kurise,Kaadhal Kurise,2024,Manish KumarVyshu Maya,Pop,kaadhal kuris kaadhal kuris manish kumarvyshu maya,https://www.jiosaavn.com/song/kaadhal-kurise/QCceAjZCYEc,Ram Charan
Thatha Vasthaade,Bharateeyudu 2 (Original Motion Picture Soundtrack),2024,Anirudh RavichanderArun Kaundinya,Country,thatha vasthaad bharateeyudu 2 ( origin motion pictur soundtrack ) anirudh ravichanderarun kaundinya,https://www.jiosaavn.com/song/thatha-vasthaade/GzwOWT10A1w,Chiranjeevi
Kanna Antu Kalisinave,Kanna Antu Kalisinave,2022,Ramu,Classical,kanna antu kalisinav kanna antu kalisinav ramu,https://www.jiosaavn.com/song/kanna-antu-kalisinave/GiQRByZBZ1w,Prabhas
Na Cheli Rojave,Telugu Romantic Film Hits,2015,A.R. Rahman,Rock,na cheli rojav telugu romant film hit a.r . rahman,https://www.jiosaavn.com/song/na-cheli-rojave/Rg0eSE1aZl8,Jr. NTR
Naaku Neeku,Aparichithudu,2005,Harris JayarajKunal GanjawalaVasundhara Das,Classical,naaku neeku aparichithudu harri jayarajkun ganjawalavasundhara da,https://www.jiosaavn.com/song/naaku-neeku/O0U7WANyW1I,Vijay
Vishnu Sahasranamam,Vishnu Sahasranamam,2005,Nithya Santhishini,Hip-hop,vishnu sahasranamam vishnu sahasranamam nithya santhishini,https://www.jiosaavn.com/song/vishnu-sahasranamam/KFggfBpgZnA,Vijay
Vanochhenante,Tagore,2003,Mani SharmaUdit NarayanShreya Ghoshal,Classical,vanochhenant tagor mani sharmaudit narayanshreya ghoshal,https://www.jiosaavn.com/song/vanochhenante/Qw8bVQxeeXU,Nani
Gore Gore,Kick,2009,Thaman SKarthikJyotsna Radhakrishnan,Rock,gore gore kick thaman skarthikjyotsna radhakrishnan,https://www.jiosaavn.com/song/gore-gore/MgE7eRFEcFg,Nagarjuna
Kavvinchake,Raja,2000,S.A. Raj KumarRajeshSujatha Mohan,Country,kavvinchak raja s.a. raj kumarrajeshsujatha mohan,"https://www.jiosaavn.com/song/kavvinchake/NAYHARx,fnw",Chiranjeevi
Chuttesai Chuttesai,Awaara,2010,Yuvanshankar RajaKarthikSunitha Sarathy,Blues,chuttesai chuttesai awaara yuvanshankar rajakarthiksunitha sarathi,https://www.jiosaavn.com/song/chuttesai-chuttesai/H14zSB1IdmE,Allu Arjun
Ele Ele Maradalaa,Annamayya,1997,Vetui SundaraRama MurthyS.P. BalasubrahmanyamSujatha MohanAnuradha,Hip-hop,ele ele maradalaa annamayya vetui sundararama murthys.p . balasubrahmanyamsujatha mohananuradha,https://www.jiosaavn.com/song/ele-ele-maradalaa/OC0FVTNIAUU,Allu Arjun
Chudandi Saaru,Raghuvaran B.Tech,2014,Anirudh RavichanderHemachandra,Country,chudandi saaru raghuvaran b.tech anirudh ravichanderhemachandra,https://www.jiosaavn.com/song/chudandi-saaru/JwAhQT1kXGQ,Jr. NTR
Rasaleelavela,Aditya 369,1991,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Pop,rasaleelavela aditya 369 ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/rasaleelavela/CSwAdydnU30,Ram Charan
Bommanu Geesthey,Bommarillu,2000,Devi Sri PrasadGopika PoornimaJeans Srinivas,Jazz,bommanu geesthey bommarillu devi sri prasadgopika poornimajean sriniva,https://www.jiosaavn.com/song/bommanu-geesthey/AQwuZiJlfEk,Vijay Deverakonda
Yenti Yenti,Geetha Govindam,2018,Chinmayi Sripaada,Blues,yenti yenti geetha govindam chinmayi sripaada,https://www.jiosaavn.com/song/yenti-yenti/NDsxBUxhbV4,Mahesh Babu
Kalyani Vaccha Vacchaa,The Family Star,2024,Mangli SatyavathiKarthik,Rock,kalyani vaccha vacchaa the famili star mangli satyavathikarthik,https://www.jiosaavn.com/song/kalyani-vaccha-vacchaa/BRpSaR4JQAo,Pawan Kalyan
Inka Edho,Darling,2010,G.V. Prakash KumarPrashanthiniSuraj,Country,inka edho darl g.v . prakash kumarprashanthinisuraj,https://www.jiosaavn.com/song/inka-edho/QhIqAwEJeQE,Vijay
Gummadi Gummadi,Daddy,2001,Hariharan,Rock,gummadi gummadi daddi hariharan,https://www.jiosaavn.com/song/gummadi-gummadi/QDtYUwZlBHA,Vikram
Nee Prashnalu,Kotha Bangaru Lokam,2008,S. P. Balasubrahmanyam,Classical,nee prashnalu kotha bangaru lokam s. p. balasubrahmanyam,https://www.jiosaavn.com/song/nee-prashnalu/PlwdZQZ5dlo,Nani
Jaale,Jaale,2022,Mangli Satyavathi,Electronic,jaal jaal mangli satyavathi,https://www.jiosaavn.com/song/jaale/Nzo4XRcEX2w,Vikram
Govinda Namalu,Govinda Namalu,2014,Rajalakshmee Sanjay,Pop,govinda namalu govinda namalu rajalakshme sanjay,https://www.jiosaavn.com/song/govinda-namalu/Ah0HWixXAFo,Allu Arjun
Hayirabba,Jeans,1999,,Country,nan,https://www.jiosaavn.com/song/hayirabba/BDg6BBZXGgo,Vijay
Love U Raa,Chirutha,2007,Mani SharmaRita ThyagarajanDeepu,Electronic,love u raa chirutha mani sharmarita thyagarajandeepu,https://www.jiosaavn.com/song/love-u-raa/F1kiAyd2dkk,Mahesh Babu
New York Nagarama,Nuvvu Nenu Prema,2006,A.R. Rahman,Blues,new york nagarama nuvvu nenu prema a.r . rahman,https://www.jiosaavn.com/song/new-york-nagarama/KRgNXxpAe1E,Vijay
Panchadaara,Magadheera,2009,M. M. KeeravaniRita ThyagarajanAnuj Gurwara,Electronic,panchadaara magadheera m. m. keeravanirita thyagarajananuj gurwara,https://www.jiosaavn.com/song/panchadaara/EwQvaC1yUFw,Prabhas
Psycho Saiyaan,Saaho,2019,Anirudh RavichanderDhvani BhanushaliTanishk Bagchi,Electronic,psycho saiyaan saaho anirudh ravichanderdhvani bhanushalitanishk bagchi,https://www.jiosaavn.com/song/psycho-saiyaan/FSwNUwxABEo,Chiranjeevi
Hanuman Chalisa,Hanuman Chalisa,2013,D.V. Ramani,Pop,hanuman chalisa hanuman chalisa d.v . ramani,https://www.jiosaavn.com/song/hanuman-chalisa/KDBYZRl-XnY,Pawan Kalyan
Om Namah Shivaya,Om Namah Shivaya,2000,RamuJ. Purushothama Sai,Hip-hop,om namah shivaya om namah shivaya ramuj . purushothama sai,https://www.jiosaavn.com/song/om-namah-shivaya/P10kYQQAZFI,Vijay
Vasthava Vasthava,Rakhi,2000,Devi Sri PrasadSrilekhaJessi Gift,Hip-hop,vasthava vasthava rakhi devi sri prasadsrilekhajessi gift,https://www.jiosaavn.com/song/vasthava-vasthava/RSI6eDEBVH0,Venkatesh
Pataas Pilla,DJ Tillu,2022,Anirudh Ravichander,Jazz,pataa pilla dj tillu anirudh ravichand,https://www.jiosaavn.com/song/pataas-pilla/Cg8ZeSBYGkk,Mahesh Babu
Neetho Sayantram,Amma Donga,2000,KotiK. S. ChithraS.P. BalasubrahmanyamSailaja,Country,neetho sayantram amma donga kotik . s. chithras.p . balasubrahmanyamsailaja,https://www.jiosaavn.com/song/neetho-sayantram/KQMbfRNFTh4,Vijay
Andala Aparanji,Andala Aparanji,2022,Katike Ramu,Blues,andala aparanji andala aparanji katik ramu,https://www.jiosaavn.com/song/andala-aparanji/FgsPXDdaAEk,Vijay
Rabbaru Gagulu,Yamadonga,2007,Daler MehandiPranavi,Blues,rabbaru gagulu yamadonga daler mehandipranavi,https://www.jiosaavn.com/song/rabbaru-gagulu/OAcZUEV2Bws,Vijay Deverakonda
Gudi Gantalu,Ninne Premista,2000,S.A. Raj KumarK. S. ChithraRajesh,Rock,gudi gantalu ninn premista s.a. raj kumark . s. chithrarajesh,https://www.jiosaavn.com/song/gudi-gantalu/RVshY0JCDh4,Prabhas
Bangaram,Bangaram,2006,Vidhya SagarTippuMamika Vinayagam,Country,bangaram bangaram vidhya sagartippumamika vinayagam,https://www.jiosaavn.com/song/bangaram/ORwvYBlmf2A,Suriya
Adiga Brahmani,Emandoy Sreevaru,2006,SriK. S. ChithraKarthik,Jazz,adiga brahmani emandoy sreevaru srik . s. chithrakarthik,https://www.jiosaavn.com/song/adiga-brahmani/FxocRgxfA3A,Prabhas
Yemaiundacho,Yemaiundacho,2022,Vijai Bulganin,Blues,yemaiundacho yemaiundacho vijai bulganin,https://www.jiosaavn.com/song/yemaiundacho/QDctWT9ldGM,Vijay
You &amp; I,Jalsa,2008,Devi Sri Prasad,Hip-hop,you & amp ; i jalsa devi sri prasad,https://www.jiosaavn.com/song/you-i/GSs4BUYGcl8,Vijay Deverakonda
Kannanule (Bombay / Soundtrack Version),Bombay,2008,Chitra,Electronic,kannanul ( bombay / soundtrack version ) bombay chitra,https://www.jiosaavn.com/song/kannanule-bombay-soundtrack-version/EytfZkwdGlU,Vijay
"Neela Neelamma Chiralo Neela, Pt. 2","Neela Neelamma Chiralo Neela, Pt. 2",2022,Suman BadanakalMatla Srujana,Jazz,"neela neelamma chiralo neela , pt . 2 neela neelamma chiralo neela , pt . 2 suman badanakalmatla srujana",https://www.jiosaavn.com/song/neela-neelamma-chiralo-neela-pt.-2/OCEjZUNYAkY,Jr. NTR
Prema O Prema,Manasulo Maata,2000,,Country,nan,https://www.jiosaavn.com/song/prema-o-prema/ORE9XitpbwM,Prabhas
Gichchi Gichchi,Super,2000,Udit NarayanSoumya,Hip-hop,gichchi gichchi super udit narayansoumya,https://www.jiosaavn.com/song/gichchi-gichchi/QlkCY0FEbgc,Vikram
